eje,mae_deg,rmse_deg,max_abs_deg
A1,0.059558725872729375,0.07910376373671589,0.24063046011145178
A2,0.1010270220900024,0.1486466647966302,0.4957141837634822
A3,0.1524903149993782,0.19699785466700342,0.5067749267882817
A4,0.07875710946267396,0.09065072609375505,0.17192916935309768
A5,0.09173536372689572,0.113026402241311,0.2565439497547075
A6,0.09172696437121468,0.10656492640896993,0.22290575505319943
