condition,sample,progress_percent,A1_deg,A2_deg,A3_deg,A4_deg,A5_deg,A6_deg,delta_A1_deg,delta_A2_deg,delta_A3_deg,delta_A4_deg,delta_A5_deg,delta_A6_deg,delta_norm_deg
KRL,125,25.87991718426501,-2.136204,-70.274529,115.945084,0.017587,44.00639,-2.203731,0.0,0.1639859999999942,0.09421599999998875,8.299999999999974e-05,0.25529799999999625,0.00011199999999966792,0.3177186665731085
KRL,126,26.08695652173913,-2.136204,-70.104256,116.035286,0.017669,43.751198,-2.203844,0.0,0.17027299999999457,0.090202000000005,8.200000000000221e-05,0.255192000000001,0.00011300000000025179,0.3197690912048873
KRL,127,26.29399585921325,-2.136204,-69.932983,116.127296,0.017754,43.487892,-2.203962,0.0,0.17127300000001355,0.09201000000000192,8.499999999999827e-05,0.26330600000000004,0.0001180000000000625,0.3273077319801734
KRL,128,26.501035196687372,-2.136204,-69.636261,116.282806,0.017904,43.035625,-2.204168,0.0,0.2967219999999884,0.1555099999999925,0.00015000000000000083,0.4522669999999991,0.00020599999999992846,0.562825736448672
KRL,129,26.70807453416149,-2.136204,-69.467728,116.36898,0.017989,42.780884,-2.204289,0.0,0.1685330000000107,0.08617399999999975,8.500000000000174e-05,0.25474100000000277,0.00012100000000003774,0.3173678139194411
KRL,130,26.91511387163561,-2.136204,-69.29277,116.456833,0.018079,42.518066,-2.204407,0.0,0.1749579999999895,0.08785300000000973,8.99999999999998e-05,0.2628180000000029,0.00011799999999961841,0.32772209953098913
KRL,131,27.12215320910973,-2.136204,-69.122345,116.540855,0.018167,42.263596,-2.204527,0.0,0.1704250000000087,0.08402199999999027,8.79999999999978e-05,0.25446999999999775,0.00012000000000034206,0.3175836585106359
KRL,132,27.32919254658385,-2.136204,-68.823273,116.684669,0.018324,41.812473,-2.204741,0.0,0.29907199999999534,0.1438140000000061,0.0001570000000000009,0.4511230000000026,0.00021399999999971442,0.5600344269364173
KRL,133,27.536231884057973,-2.136204,-68.644737,116.768372,0.018418,41.558411,-2.204864,0.0,0.17853599999999403,0.08370299999999986,9.400000000000033e-05,0.25406199999999757,0.0001230000000003173,0.32160351259586173
KRL,134,27.74327122153209,-2.136204,-68.476471,116.845802,0.018508,41.304508,-2.204988,0.0,0.1682660000000027,0.07743000000000677,8.99999999999998e-05,0.2539030000000011,0.000124000000000013,0.31428587073077674
KRL,135,27.950310559006212,-2.136204,-68.296043,116.927292,0.018605,41.050766,-2.205112,0.0,0.18042800000000625,0.08148999999998807,9.699999999999986e-05,0.25374199999999547,0.000124000000000013,0.3218383299624177
KRL,136,28.15734989648033,-2.136204,-67.983696,117.064674,0.018774,40.600994,-2.205337,0.0,0.3123470000000026,0.13738200000000234,0.000168999999999999,0.44977200000000295,0.0002249999999999197,0.5645612398163772
KRL,137,28.36438923395445,-2.136204,-67.807121,117.140236,0.018874,40.341927,-2.205468,0.0,0.1765749999999997,0.07556200000000501,9.99999999999994e-05,0.2590670000000017,0.00013100000000010326,0.3224966420274815
KRL,138,28.571428571428573,-2.136204,-67.659431,117.201813,0.018954,40.140121,-2.20557,0.0,0.1476899999999972,0.06157699999999977,8.000000000000021e-05,0.2018059999999977,0.00010199999999960241,0.2575456104634638
KRL,139,28.77846790890269,-2.136204,-67.547943,117.247513,0.019012,39.993927,-2.205644,0.0,0.11148799999999426,0.04569999999999652,5.8000000000002494e-05,0.14619400000000127,7.400000000012952e-05,0.18944856457624262
KRL,140,28.985507246376812,-2.136204,-67.444725,117.289146,0.019068,39.855656,-2.205715,0.0,0.10321799999999826,0.04163300000000447,5.6000000000000494e-05,0.13827099999999604,7.100000000015427e-05,0.1774996896645144
KRL,141,29.19254658385093,-2.136204,-67.421242,117.298454,0.01908,39.825226,-2.20573,0.0,0.02348299999999881,0.009308000000004313,1.1999999999998123e-05,0.03043000000000262,1.4999999999876223e-05,0.03954839341869887
KRL,142,29.399585921325052,-2.136204,-67.413559,117.301437,0.019084,39.815849,-2.205735,0.0,0.007683000000000106,0.002983000000000402,4.000000000000531e-06,0.009377000000000635,4.999999999810711e-06,0.012484187919124574
KRL,143,29.606625258799173,-2.136204,-67.412743,117.301735,0.019085,39.815037,-2.205735,0.0,0.000816000000000372,0.00029799999998658677,1.000000000001e-06,0.0008120000000033656,0.0,0.0011891194220927008
KRL,144,29.81366459627329,-2.136197,-67.412582,117.301399,0.019085,39.815193,-2.205721,7.000000000090267e-06,0.00016100000000562886,0.000335999999990122,0.0,0.0001560000000040418,1.3999999999736445e-05,0.00040422518476268814
KRL,145,30.020703933747413,-2.136102,-67.410339,117.297699,0.019083,39.816704,-2.205599,9.499999999995623e-05,0.0022430000000071004,0.0037000000000091404,2.000000000002e-06,0.0015110000000007062,0.00012200000000017752,0.004585638777760592
KRL,146,30.22774327122153,-2.135786,-67.403061,117.285797,0.019078,39.821369,-2.20523,0.000316000000000205,0.007277999999999452,0.011901999999992086,4.9999999999980616e-06,0.0046649999999957,0.0003690000000000637,0.014718191295120595
KRL,147,30.434782608695652,-2.135081,-67.386948,117.259689,0.019069,39.831425,-2.204441,0.0007049999999999557,0.016112999999990052,0.02610800000000779,9.000000000002062e-06,0.010056000000005838,0.0007889999999997066,0.0323032381658589
KRL,148,30.641821946169774,-2.132601,-67.330559,117.168846,0.019034,39.866032,-2.20175,0.0024799999999998157,0.056389000000010014,0.09084299999999246,3.500000000000031e-05,0.03460699999999406,0.002690999999999999,0.11244201850286817
KRL,149,30.848861283643892,-2.130213,-67.276291,117.081635,0.019001,39.900349,-2.1991,0.002388000000000279,0.05426799999999332,0.08721099999999637,3.299999999999831e-05,0.034317000000001485,0.002650000000000041,0.10835661939631905
KRL,150,31.055900621118013,-2.126339,-67.188187,116.940155,0.018948,39.954372,-2.194958,0.003873999999999711,0.08810400000000129,0.14148000000000138,5.300000000000096e-05,0.05402300000000082,0.004141999999999868,0.17529847858438677
KRL,151,31.26293995859213,-2.121587,-67.079796,116.766129,0.018883,40.018444,-2.190087,0.0047520000000003115,0.10839099999999746,0.1740259999999978,6.499999999999909e-05,0.06407200000000302,0.00487100000000007,0.21490740124760493
KRL,152,31.469979296066253,-2.110705,-66.830101,116.364868,0.018736,40.170376,-2.1787,0.010882000000000058,0.24969500000000266,0.4012610000000052,0.0001470000000000013,0.15193199999999507,0.011387000000000036,0.496678385952121
KRL,153,31.677018633540374,-2.103068,-66.65416,116.082787,0.018633,40.276562,-2.170902,0.007636999999999894,0.17594099999999457,0.28208100000000513,0.00010299999999999893,0.106186000000001,0.007798000000000194,0.3491697807943883
KRL,154,31.884057971014492,-2.095104,-66.469719,115.787064,0.018527,40.387886,-2.162843,0.00796399999999986,0.18444100000000674,0.2957229999999953,0.00010600000000000193,0.11132400000000331,0.008058999999999816,0.3660491663683998
KRL,155,32.091097308488614,-2.087445,-66.291054,115.490746,0.018422,40.499813,-2.154845,0.00765899999999986,0.1786649999999952,0.2963179999999994,0.00010499999999999746,0.11192700000000144,0.007998000000000172,0.3638348966055871
KRL,156,32.298136645962735,-2.074238,-65.979843,114.99865,0.018249,40.68652,-2.141729,0.013207000000000413,0.3112110000000001,0.49209600000000364,0.00017299999999999954,0.1867069999999984,0.013115999999999683,0.6117325786812429
KRL,157,32.50517598343685,-2.066489,-65.795418,114.700737,0.018146,40.800045,-2.133888,0.007749000000000006,0.1844250000000045,0.2979129999999941,0.0001030000000000024,0.11352499999999566,0.007841000000000431,0.3684755089690455
KRL,158,32.71221532091097,-2.059038,-65.616753,114.411552,0.018047,40.910599,-2.126106,0.007450999999999652,0.1786649999999952,0.28918500000000336,9.89999999999984e-05,0.11055400000000049,0.007781999999999734,0.3576135065849727
KRL,159,32.91925465838509,-2.051403,-65.432312,114.112434,0.017945,41.025307,-2.118621,0.007635000000000058,0.18444100000000674,0.2991180000000071,0.0001020000000000014,0.11470800000000025,0.007484999999999964,0.36981389173881335
KRL,160,33.126293995859214,-2.038177,-65.109482,113.587494,0.017769,41.227486,-2.105237,0.01322599999999996,0.3228299999999962,0.5249399999999866,0.00017599999999999907,0.202179000000001,0.013384000000000285,0.6488541053649763
KRL,161,33.333333333333336,-2.030695,-64.924973,113.286667,0.01767,41.343838,-2.097665,0.007481999999999989,0.18450900000000559,0.3008270000000124,9.89999999999984e-05,0.11635199999999912,0.00757199999999969,0.3717412651603388
KRL,162,33.54037267080745,-2.023499,-64.746201,112.985207,0.017571,41.460789,-2.090149,0.00719599999999998,0.17877199999999505,0.3014599999999916,9.900000000000186e-05,0.11695100000000025,0.0075160000000003,0.3696259980818357
KRL,163,33.74741200828157,-2.016125,-64.561623,112.692566,0.017476,41.574654,-2.08292,0.007373999999999992,0.1845780000000019,0.29264100000000326,9.500000000000133e-05,0.1138650000000041,0.007228999999999708,0.36438945447419785
KRL,164,33.95445134575569,-2.003574,-64.24427,112.171875,0.017309,41.778053,-2.070218,0.012551000000000201,0.3173529999999971,0.5206909999999993,0.000166999999999997,0.20339899999999744,0.012701999999999991,0.6430568354235856
KRL,165,34.161490683229815,-1.996344,-64.059555,111.868042,0.017213,41.897205,-2.062901,0.00723000000000007,0.18471499999999708,0.30383299999999736,9.600000000000233e-05,0.1191519999999997,0.007317000000000018,0.37514949396606845
KRL,166,34.368530020703936,-1.989613,-63.886337,111.582603,0.017124,42.009453,-2.055862,0.0067309999999998205,0.17321800000000565,0.28543899999999667,8.89999999999988e-05,0.11224800000000101,0.0070390000000002395,0.35238384405644974
KRL,167,34.57556935817805,-1.982483,-63.701508,111.277504,0.017026,42.133533,-2.048647,0.007130000000000081,0.18482900000000058,0.30509900000001267,9.800000000000086e-05,0.1240799999999993,0.0072149999999999714,0.37781729469547554
KRL,168,34.78260869565217,-1.970127,-63.377888,110.741959,0.016865,42.34174,-2.036366,0.012356000000000034,0.32361999999999824,0.535544999999999,0.00016099999999999795,0.20820700000000159,0.012280999999999764,0.6596908563046774
KRL,169,34.989648033126294,-1.963135,-63.192856,110.435013,0.016773,42.463692,-2.02929,0.006991999999999887,0.18503199999999964,0.3069459999999964,9.20000000000018e-05,0.12195200000000028,0.007076000000000082,0.3787135389024239
KRL,170,35.196687370600415,-1.956626,-63.019314,110.137001,0.016683,42.582401,-2.022483,0.006509000000000098,0.17354199999999764,0.29801199999999994,8.99999999999998e-05,0.11870899999999551,0.0068070000000002295,0.3648403966380342
KRL,171,35.40372670807454,-1.94973,-62.834114,109.838348,0.016595,42.701675,-2.015722,0.006896000000000013,0.1852000000000018,0.2986530000000016,8.800000000000127e-05,0.11927400000000432,0.006761000000000017,0.37123067648835634
KRL,172,35.61076604554865,-1.93799,-62.515579,109.306877,0.016439,42.914669,-2.003839,0.011739999999999862,0.3185349999999971,0.5314709999999963,0.0001559999999999999,0.2129940000000019,0.011882999999999644,0.6554170212368573
KRL,173,35.81780538302277,-1.931224,-62.330112,108.996704,0.01635,43.039406,-1.996991,0.00676600000000005,0.1854670000000027,0.310173000000006,8.89999999999988e-05,0.1247369999999961,0.006848000000000187,0.3824360063696981
KRL,174,36.024844720496894,-1.924924,-62.156136,108.705276,0.016266,43.156895,-1.990614,0.006299999999999972,0.17397600000000324,0.29142799999999625,8.400000000000074e-05,0.11748899999999907,0.006376999999999855,0.35927977408420686
KRL,175,36.231884057971016,-1.918457,-61.976257,108.403465,0.016181,43.278854,-1.984068,0.0064670000000000005,0.17987899999999968,0.3018110000000007,8.499999999999827e-05,0.12195900000000393,0.006546000000000163,0.3720282401552351
KRL,176,36.43892339544514,-1.907295,-61.662651,107.866333,0.016031,43.496624,-1.972562,0.011162000000000116,0.31360600000000005,0.5371319999999997,0.00015000000000000083,0.21776999999999447,0.011506000000000016,0.6591966947277552
KRL,177,36.64596273291925,-1.900741,-61.476639,107.562637,0.015947,43.620155,-1.966136,0.006553999999999949,0.18601199999999807,0.3036960000000022,8.400000000000074e-05,0.12353099999999984,0.006425999999999821,0.37706218050740725
KRL,178,36.85300207039337,-1.894435,-61.29631,107.25824,0.015864,43.744251,-1.959753,0.006305999999999923,0.1803290000000004,0.3043969999999945,8.299999999999974e-05,0.12409600000000154,0.0063830000000000275,0.3750418833677076
KRL,179,37.060041407867494,-1.887969,-61.110031,106.943298,0.015778,43.872948,-1.953208,0.006466000000000083,0.18627899999999897,0.31494200000000205,8.599999999999927e-05,0.1286970000000025,0.006545000000000023,0.38798956247688104
KRL,180,37.267080745341616,-1.87676,-60.783688,106.390327,0.015631,44.099628,-1.941862,0.011209000000000024,0.3263430000000014,0.5529709999999994,0.0001470000000000013,0.22668000000000177,0.011346000000000078,0.6811129846772861
KRL,181,37.47412008281574,-1.870414,-60.596992,106.073296,0.015547,44.23,-1.935438,0.006345999999999963,0.18669599999999775,0.31703100000000006,8.3999999999999e-05,0.13037199999999416,0.006423999999999985,0.3904387996972095
KRL,182,37.68115942028985,-1.864307,-60.415981,105.765434,0.015467,44.35688,-1.929256,0.006107000000000085,0.18101099999999803,0.3078620000000001,8.000000000000021e-05,0.12687999999999988,0.00618199999999991,0.3791016308828008
KRL,183,37.88819875776397,-1.85824,-60.234818,105.456848,0.015387,44.484333,-1.923115,0.006067000000000045,0.18116300000000507,0.30858600000000536,8.000000000000021e-05,0.1274530000000027,0.006141000000000174,0.37995282068173386
KRL,184,38.095238095238095,-1.847573,-59.912994,104.907532,0.015247,44.711884,-1.912316,0.010666999999999982,0.32182399999999944,0.5493159999999904,0.0001399999999999995,0.22755099999999828,0.010799000000000003,0.6762607746446546
KRL,185,38.302277432712216,-1.841614,-59.731369,104.586845,0.015166,44.845116,-1.90609,0.0059589999999998255,0.18162499999999682,0.3206870000000066,8.099999999999948e-05,0.13323199999999957,0.006225999999999843,0.39198576215980474
KRL,186,38.50931677018634,-1.835503,-59.543701,104.275414,0.015088,44.974773,-1.900098,0.0061109999999999776,0.18766800000000217,0.3114309999999989,7.799999999999994e-05,0.1296570000000017,0.005991999999999997,0.3861252880905375
KRL,187,38.71635610766045,-1.829433,-59.355843,103.953133,0.015009,45.109226,-1.893953,0.00607000000000002,0.18785799999999853,0.3222810000000038,7.900000000000094e-05,0.1344530000000006,0.006145000000000067,0.3966205901110053
KRL,188,38.923395445134574,-1.81928,-59.03838,103.407417,0.014876,45.337532,-1.883674,0.010153000000000079,0.3174630000000036,0.5457159999999988,0.00013299999999999944,0.22830600000000345,0.010278999999999927,0.6715065879051393
KRL,189,39.130434782608695,-1.813316,-58.849976,103.082909,0.014798,45.473667,-1.877637,0.00596400000000008,0.18840399999999846,0.32450799999999447,7.799999999999994e-05,0.1361349999999959,0.00603700000000007,0.3992571455265324
KRL,190,39.33747412008282,-1.807576,-58.667255,102.767738,0.014723,45.606148,-1.871825,0.005739999999999856,0.1827210000000008,0.31517100000000653,7.500000000000041e-05,0.13248099999999852,0.005811999999999928,0.38773402096282966
KRL,191,39.54451345755694,-1.802055,-58.490231,102.461967,0.014651,45.734921,-1.866237,0.005521000000000109,0.17702399999999585,0.3057709999999929,7.199999999999915e-05,0.12877300000000247,0.005588000000000148,0.37613508067580564
KRL,192,39.75155279503105,-1.792872,-58.194092,101.951653,0.014533,45.948509,-1.857134,0.009182999999999941,0.2961390000000037,0.5103140000000081,0.00011800000000000005,0.21358800000000144,0.009102999999999861,0.627619092828613
KRL,193,39.958592132505174,-1.788822,-58.062744,101.725624,0.014479,46.045486,-1.853064,0.004050000000000109,0.13134799999999558,0.22602899999999693,5.400000000000023e-05,0.09697699999999543,0.004070000000000018,0.27888871398820814
KRL,194,40.165631469979296,-1.785532,-57.955635,101.541306,0.014439,46.11961,-1.849976,0.003290000000000015,0.10710900000000123,0.18431799999999043,4.0000000000000105e-05,0.07412400000000474,0.0030879999999999797,0.2257436418262925
KRL,195,40.37267080745342,-1.783034,-57.876251,101.404755,0.014407,46.178013,-1.847559,0.002497999999999889,0.07938399999999746,0.1365510000000114,3.200000000000078e-05,0.05840299999999843,0.0024170000000001135,0.16843689733251005
KRL,196,40.57971014492754,-1.780227,-57.782307,101.243423,0.014372,46.243347,-1.844874,0.002807000000000004,0.09394400000000047,0.16133199999998737,3.500000000000031e-05,0.065334,0.0026850000000000485,0.197831015300928
KRL,197,40.78674948240165,-1.779332,-57.753059,101.193367,0.014361,46.26395,-1.844033,0.0008950000000000902,0.029248000000002605,0.05005600000001209,1.0999999999998858e-05,0.02060300000000126,0.0008409999999998696,0.06153893625991121
KRL,198,40.993788819875775,-1.778828,-57.736679,101.165466,0.014355,46.275326,-1.843572,0.0005039999999998379,0.016379999999998063,0.027900999999999954,6.000000000000796e-06,0.011375999999998498,0.0004610000000000447,0.03430233446866116
KRL,199,41.200828157349896,-1.778581,-57.728699,101.151993,0.014352,46.280716,-1.843356,0.00024700000000010824,0.007980000000003429,0.01347299999999052,2.999999999999531e-06,0.005389999999998452,0.00021599999999999397,0.016563873429840698
KRL,200,41.40786749482402,-1.7785,-57.726154,101.147812,0.014351,46.282295,-1.843295,8.099999999999774e-05,0.002544999999997799,0.004181000000002655,1.000000000001e-06,0.001578999999999553,6.100000000008876e-05,0.005144055792855439
KRL,201,41.61490683229814,-1.778499,-57.726154,101.147812,0.014351,46.282295,-1.843293,9.999999999177334e-07,0.0,0.0,0.0,0.0,1.9999999998354667e-06,2.236067977315836e-06
KRL,202,41.821946169772254,-1.778263,-57.726162,101.147835,0.014348,46.282288,-1.842848,0.000236000000000125,8.000000001118224e-06,2.2999999998774e-05,2.999999999999531e-06,6.999999996537554e-06,0.0004450000000000287,0.0005043530509474465
KRL,203,42.028985507246375,-1.775514,-57.726254,101.147995,0.014326,46.282207,-1.839426,0.0027489999999998904,9.1999999995096e-05,0.00015999999999394277,2.199999999999945e-05,8.100000000155205e-05,0.003422000000000036,0.004394109010936922
KRL,204,42.2360248447205,-1.755978,-57.726891,101.149132,0.014176,46.281704,-1.817425,0.019535999999999998,0.0006370000000046616,0.0011369999999999436,0.00015000000000000083,0.0005030000000019186,0.022000999999999937,0.029456295490098632
KRL,205,42.44306418219462,-1.730961,-57.727688,101.150536,0.013989,46.281082,-1.790239,0.025017000000000067,0.0007969999999986044,0.0014040000000079544,0.00018699999999999967,0.0006219999999999004,0.027186000000000154,0.03698590492336279
KRL,206,42.65010351966874,-1.690503,-57.728947,101.152756,0.013689,46.280109,-1.746944,0.04045799999999988,0.0012589999999974566,0.0022199999999941156,0.0002999999999999999,0.0009729999999947836,0.04329499999999986,0.05931995447570687
KRL,207,42.857142857142854,-1.633961,-57.730656,101.155746,0.013256,46.278755,-1.684799,0.05654200000000009,0.0017090000000052896,0.0029899999999969396,0.00043299999999999936,0.0013540000000062946,0.06214500000000012,0.0841004183996729
KRL,208,43.064182194616976,-1.471522,-57.735226,101.16375,0.012107,46.275406,-1.516745,0.162439,0.004569999999993968,0.008003999999999678,0.0011490000000000007,0.0033490000000000464,0.16805399999999993,0.23393601807973033
KRL,209,43.2712215320911,-1.348695,-57.738358,101.169212,0.011184,46.272976,-1.388811,0.12282700000000002,0.003132000000000801,0.005462000000008516,0.0009230000000000002,0.0024299999999968236,0.127934,0.17748233709865355
KRL,210,43.47826086956522,-1.196798,-57.741844,101.175285,0.010077,46.270363,-1.231239,0.15189699999999995,0.0034860000000023206,0.006073000000000661,0.0011070000000000003,0.002612999999996646,0.15757200000000005,0.21899479568245453
KRL,211,43.68530020703934,-1.021039,-57.745338,101.181343,0.008813,46.267792,-1.053168,0.175759,0.0034939999999963334,0.0060579999999959,0.0012639999999999995,0.0025710000000032096,0.17807099999999987,0.2503150460100229
KRL,212,43.892339544513455,-0.704283,-57.750221,101.189774,0.006548,46.264229,-0.734846,0.31675600000000004,0.004883000000006632,0.008431000000001632,0.0022649999999999997,0.003562999999999761,0.3183220000000001,0.4491948462126432
KRL,213,44.099378881987576,-0.519967,-57.752232,101.19323,0.005229,46.262775,-0.549619,0.18431600000000004,0.0020109999999959882,0.0034559999999999036,0.0013189999999999999,0.0014540000000025088,0.18522700000000003,0.2613451191796013
KRL,214,44.3064182194617,-0.341401,-57.753597,101.195572,0.003951,46.261799,-0.370171,0.17856599999999995,0.0013649999999998386,0.002341999999998734,0.0012780000000000005,0.0009759999999943147,0.179448,0.25317451512543665
KRL,215,44.51345755693582,-0.162829,-57.754387,101.196915,0.002674,46.26125,-0.190717,0.178572,0.0007900000000020668,0.0013430000000056452,0.0012769999999999995,0.000549000000006572,0.17945399999999997,0.25317199130038065
KRL,216,44.72049689440994,0.148239,-57.754395,101.196846,0.000406,46.261322,0.127674,0.311068,8.000000001118224e-06,6.900000001053286e-05,0.002268,7.200000000295859e-05,0.318391,0.4451306362608622
KRL,217,44.927536231884055,0.338332,-57.753544,101.195358,-0.000913,46.261978,0.312916,0.190093,0.000851000000004376,0.0014879999999948268,0.0013189999999999999,0.0006559999999993238,0.18524200000000002,0.26543371235583474
KRL,218,45.13457556935818,0.516898,-57.752151,101.192909,-0.00219,46.26305,0.492362,0.17856599999999995,0.0013930000000001996,0.002448999999998591,0.0012770000000000001,0.001072000000000628,0.179446,0.2531746457191162
KRL,219,45.3416149068323,0.695454,-57.750187,101.189461,-0.003468,46.264549,0.671797,0.17855600000000005,0.001964000000000965,0.003448000000005891,0.001278,0.0014990000000025816,0.17943499999999996,0.25317738968162234
KRL,220,45.54865424430642,1.006453,-57.745396,101.181076,-0.005693,46.268173,0.984324,0.310999,0.004790999999997325,0.008384999999989873,0.002225,0.0036239999999949646,0.312527,0.44102703957580625
KRL,221,45.75569358178054,1.184964,-57.741856,101.174896,-0.006969,46.27084,1.163711,0.17851099999999986,0.003540000000000987,0.006180000000000518,0.0012760000000000002,0.0026670000000024174,0.17938699999999996,0.25319031963130023
KRL,222,45.962732919254655,1.363451,-57.737747,101.167717,-0.008246,46.273933,1.343075,0.17848700000000006,0.004108999999999696,0.007179000000007818,0.0012769999999999995,0.0030929999999997904,0.17936400000000008,0.2531969055201903
KRL,223,46.16977225672878,1.547669,-57.732903,101.159264,-0.009563,46.277573,1.528195,0.184218,0.004843999999998516,0.00845300000000293,0.0013170000000000005,0.003639999999997201,0.18511999999999995,0.2613725072726663
KRL,224,46.3768115942029,1.858462,-57.723343,101.142593,-0.011784,46.284744,1.840508,0.3107930000000001,0.009560000000000457,0.016670999999988112,0.002220999999999999,0.0071710000000067,0.31231300000000006,0.4410865796428178
KRL,225,46.58385093167702,2.042585,-57.716858,101.131287,-0.013141,46.289761,2.031312,0.18412299999999981,0.006484999999997854,0.011306000000004701,0.0013570000000000006,0.005016999999995164,0.19080399999999975,0.26552653001912985
KRL,226,46.79089026915114,2.226665,-57.709763,101.118912,-0.014414,46.294914,2.210509,0.18408000000000024,0.007094999999999629,0.012375000000005798,0.0012729999999999998,0.005152999999999963,0.17919700000000027,0.2573493050252911
KRL,227,46.997929606625256,2.40495,-57.702305,101.105919,-0.015687,46.300499,2.389662,0.1782849999999998,0.007457999999999743,0.012992999999994481,0.0012729999999999998,0.005585000000003504,0.1791529999999999,0.25325597959574375
KRL,228,47.20496894409938,2.721144,-57.687668,101.080414,-0.017943,46.311451,2.707394,0.31619399999999986,0.014637000000000455,0.025504999999995448,0.002256000000000001,0.010951999999996076,0.3177319999999999,0.44935737681048427
KRL,229,47.4120082815735,2.899291,-57.678623,101.064659,-0.019213,46.318214,2.886405,0.17814700000000006,0.009045000000000414,0.01575499999999863,0.0012700000000000003,0.006762999999999408,0.17901100000000003,0.2532956273783659
KRL,230,47.61904761904762,3.083125,-57.668686,101.047348,-0.020523,46.325645,3.071131,0.18383400000000005,0.00993700000000075,0.017311000000006516,0.0013099999999999987,0.007431000000003962,0.18472599999999995,0.26148419681311585
KRL,231,47.82608695652174,3.266896,-57.658142,101.028976,-0.021832,46.33353,3.25579,0.18377100000000013,0.010544000000002995,0.01837199999999939,0.0013090000000000011,0.007885000000001696,0.18465900000000035,0.2615020453992669
KRL,232,48.033126293995856,3.576856,-57.638962,100.99556,-0.024038,46.347866,3.567246,0.3099599999999998,0.019179999999998643,0.033416000000002555,0.0022059999999999996,0.014336000000000126,0.31145599999999973,0.44133312851405093
KRL,233,48.24016563146998,3.754702,-57.627171,100.975021,-0.025303,46.356686,3.751711,0.17784600000000017,0.011791000000002327,0.02053899999999942,0.0012649999999999988,0.00882000000000005,0.18446499999999988,0.2574816629742787
KRL,234,48.4472049689441,3.938209,-57.614399,100.952766,-0.026607,46.366234,3.930337,0.1835070000000001,0.01277199999999823,0.022255000000001246,0.0013039999999999996,0.009547999999995227,0.1786260000000004,0.25755259783974244
KRL,235,48.65424430641822,4.110173,-57.601871,100.930939,-0.027828,46.375599,4.103126,0.17196399999999956,0.012527999999996098,0.021827000000001817,0.0012209999999999999,0.00936500000000251,0.17278899999999942,0.24525541501870998
KRL,236,48.86128364389234,4.425246,-57.577515,100.888512,-0.030064,46.39381,4.425461,0.31507299999999994,0.024356000000004485,0.042426999999989334,0.002236000000000002,0.018211000000000865,0.3223350000000007,0.4537628817300945
KRL,237,49.06832298136646,4.614163,-57.562042,100.861542,-0.031403,46.40538,4.609525,0.188917,0.01547300000000007,0.02697000000000571,0.001339,0.01156999999999897,0.18406399999999934,0.26584138397736357
KRL,238,49.27536231884058,4.785818,-57.546917,100.83519,-0.032659,46.416695,4.787745,0.17165500000000034,0.015124999999997613,0.026352000000002818,0.0012560000000000002,0.01131499999999619,0.1782200000000005,0.24956082968887622
KRL,239,49.4824016563147,4.974539,-57.530704,100.806038,-0.033994,46.429207,4.97736,0.18872100000000014,0.016213000000000477,0.029151999999996292,0.0013350000000000029,0.012512000000000967,0.18961499999999987,0.2698897865944538
KRL,240,49.68944099378882,5.288833,-57.501423,100.755905,-0.036175,46.450729,5.287397,0.3142940000000003,0.029280999999997448,0.050133000000002426,0.0021809999999999954,0.021522000000004482,0.31003700000000034,0.4458052351644165
KRL,241,49.89648033126294,5.46584,-57.484127,100.725761,-0.037424,46.463669,5.46524,0.1770069999999997,0.017296000000001754,0.030143999999992843,0.0012490000000000001,0.012940000000000396,0.1778429999999993,0.2536462628366507
KRL,242,50.10351966873706,5.637038,-57.466267,100.694618,-0.038672,46.476604,5.637245,0.1711980000000004,0.017859999999998877,0.031143000000000143,0.0012479999999999991,0.012934999999998809,0.1720050000000004,0.2456668740530563
KRL,243,50.31055900621118,5.819539,-57.447834,100.662491,-0.039918,46.490841,5.820602,0.18250099999999936,0.018433000000001698,0.03212700000000268,0.001246000000000004,0.014237000000001387,0.183357,0.2617299538703968
KRL,244,50.5175983436853,6.132932,-57.413734,100.603035,-0.042122,46.51638,6.135463,0.3133930000000005,0.03410000000000224,0.05945599999999729,0.0022039999999999976,0.02553899999999487,0.3148609999999996,0.4502305474343113
KRL,245,50.72463768115942,6.309411,-57.393726,100.568138,-0.043362,46.531368,6.312765,0.1764789999999996,0.02000799999999714,0.034897000000000844,0.001239999999999998,0.014988000000002444,0.17730200000000007,0.25382106898758405
KRL,246,50.93167701863354,6.480083,-57.373825,100.533424,-0.0446,46.546787,6.489944,0.1706719999999997,0.019901000000004387,0.03471400000000813,0.001238000000000003,0.015419000000001404,0.17717900000000064,0.2497232857124079
KRL,247,51.13871635610766,6.662005,-57.352009,100.495377,-0.045835,46.562634,6.666998,0.18192200000000014,0.021815999999994062,0.038046999999991726,0.001235,0.015847000000000833,0.17705400000000004,0.25810830614104463
KRL,248,51.34575569358178,6.974368,-57.313107,100.427498,-0.048021,46.591808,6.980804,0.3123630000000004,0.038902000000000214,0.06787900000000491,0.0021860000000000004,0.02917399999999759,0.3138059999999996,0.4505792655260565
KRL,249,51.5527950310559,7.149697,-57.290482,100.388054,-0.049243,46.608734,7.156079,0.17532899999999962,0.022625000000005002,0.03944400000000314,0.0012220000000000009,0.016925999999997998,0.17527500000000007,0.252620835219505
